,budget,top_genre,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew,all_genres
3302,7500000,Comedy,11308,"suicide, bomb, prostitute, rape, sex, hotel, based on novel, terrorist, fight, nudity",en,The Hotel New Hampshire,The film talks about a family that weathers all sorts of disasters and keeps going in spite of it all. It is noted for its wonderful assortment of oddball characters.,2.226412,"Orion Pictures, Woodfall Film Productions, Filmline Productions","Canada, United Kingdom, United States of America",3/9/1984,0,109.0,English,Released,"If you experienced ""The World According To Garp"" and found it witty, delightful and totally unpredictable, then be happily surprised all over again when you join the fun and games that go on at the...Hotel New Hampshire.",The Hotel New Hampshire,5.8,26,"Rob Lowe, Jodie Foster, Paul McCrane, Beau Bridges, Seth Green, Nastassja Kinski, Joely Richardson, Wallace Shawn, Fred Döderlein","David Watkin, Robert K. Lambert, John Irving, Tony Richardson, Tony Richardson, Neil Hartley","Comedy, Drama"
3305,0,Action,15365,,en,Witless Protection,The story centers on a small-town sheriff who witnesses what he believes is a kidnapping and rushes to rescue a woman. The kidnappers turn out to be FBI agents assigned to protect her and deliver her to a big Enron-type corruption trial in Chicago but are later found to be on the take and are villains who are bent on killing her,1.8218400000000001,Parallel Films,United States of America,2/22/2008,0,97.0,English,Released,Protecting America's assets.,Witless Protection,4.0,26,"Larry the Cable Guy, Ivana Miličević, Jenny McCarthy, Yaphet Kotto, Peter Stormare, Eric Roberts, Joe Mantegna, Kurt Naebig","Charles Robert Carner, Charles Robert Carner","Action, Adventure, Comedy, Crime"
3306,7500000,Drama,36046,,en,The Work and the Glory,"When Benjamin Steed and Mary Ann Steed relocate their family to upstate New York in the early 1800's, they unwittingly settle in a town divided along religious lines. After their new hired help turns out to be at the center of the uproar, each member of the Steed family must come to terms with their own beliefs in the face of heavy persecution. Together they struggle to weather the raging controversy surrounding a young man named Joseph Smith.",0.571663,,,11/24/2004,3347647,110.0,English,Released,One Man....A Remarkable Vision; One Family....A Desperate Struggle,The Work and the Glory,6.1,7,"Sam Hennings, Brenda Strong, Eric Johnson, Alexander Carroll, Tiffany Dupont, Colin Ford, Edward Albert",Russell Holt,"Drama, Romance"
3307,8000000,Comedy,12569,"infidelity, con man, thief, independent film, business, manufacturing, industrial accident, duringcreditsstinger, sexless marriage, misfortune",en,Extract,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",14.652342,Miramax Films,United States of America,9/3/2009,10848783,92.0,English,Released,Sticking it to the man has never looked so good.,Extract,5.7,192,"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck, J.K. Simmons, Clifton Collins Jr, Dustin Milligan, David Koechner, Beth Grant, T.J. Miller","George S. Clinton, Maher Ahmad, Tim Suhrstedt, Mike Judge, Mike Judge, Michael Rotenberg, Alix Friedberg, John Altschuler",Comedy
3308,0,Drama,24356,"journalist, musical, concert, independent film",en,Masked and Anonymous,"Amidst unrest, organizers put on a benefit concert.",1.7172900000000002,"BBC Films, Intermedia Films","United States of America, United Kingdom",8/8/2003,0,112.0,English,Released,Would you reach out your hand to save a drowning man if you thought he might pull you in?,Masked and Anonymous,5.2,13,"Bob Dylan, Jeff Bridges, Penélope Cruz, John Goodman, Jessica Lange, Luke Wilson, Val Kilmer, Angela Bassett, Steven Bauer, Michael Paul Chan","Pietro Scalia, Bob Dylan, Bob Dylan, Larry Charles, Larry Charles, Luis Alvarez y Alvarez, Susumu Tokunow, Bob Kensinger, Meg Liberman, Irene Forrest","Drama, Music"
3309,0,Drama,55903,,fr,Betty Fisher et autres histoires,"Grieving after the death of her young son Joseph, novelist Betty Fisher enters a dark depression. Hoping to bring her out of it, her mother Margot arranges to kidnap another child, Jose, to replace the son Betty lost. Although she knows it's wrong, Betty accepts Jose as her new son. Meanwhile, Jose's mother Carole is looking for her son with the help of her boyfriend Francois and some of his criminal cohorts.",0.024186000000000003,,,9/1/2001,0,103.0,Français,Released,Crimes of passion are not always between lovers.,Betty Fisher and Other Stories,7.0,3,"Sandrine Kiberlain, Nicole Garcia, Mathilde Seigner, Luck Mervil, Stéphane Freiss, Yves Jacques, Roschdy Zem, Yves Verhoeven, Annie Mercier, Michaël Abiteboul","Claude Miller, Claude Miller, Ruth Rendell, Annie Miller, Véronique Lange, Yves Marmion, Nicole Robert, Christophe Pollock","Drama, Thriller, Crime, Foreign"
3310,7500000,Drama,2577,"seattle, shanghai, future, insurance salesman, dystopia",en,Code 46,"A futuristic 'Brief Encounter', a love story in which the romance is doomed by genetic incompatibility.",8.859657,BBC Films,United Kingdom,9/2/2003,0,92.0,English,Released,How do you solve a crime when the last thing you want to know is the truth?,Code 46,6.2,116,"Tim Robbins, Samantha Morton, Nabil Elouahabi, Om Puri, Emil Marwa, Nina Fog, Bruno Lastra, Togo Igawa, Natalie Mendoza, Jeanne Balibar","Michael Winterbottom, Andrew Eaton, Marcel Zyskind, David Holmes, Mark Tildesley, Peter Christelis, Wendy Brazington, Mark Digby, Natalie Ward, Frank Cottrell Boyce","Drama, Romance, Science Fiction, Thriller"
3312,8000000,Drama,73873,"butler, dublin, maid",en,Albert Nobbs,"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.",7.802245,Chrysalis Films,"United Kingdom, Ireland",12/21/2011,5634828,113.0,"English, Français",Released,A man with a secret. A woman with a dream.,Albert Nobbs,6.2,132,"Glenn Close, Mia Wasikowska, Aaron Taylor-Johnson, Pauline Collins, Brendan Gleeson, Jonathan Rhys Meyers, Antonia Campbell-Hughes, Maria Doyle Kennedy, Mark Williams, James Greene","Glenn Close, Glenn Close, Bonnie Curtis, Julie Lynn, Rodrigo García, Alan Moloney, John Banville, Gabriella Prekop",Drama
3313,12500000,Drama,312113,,en,Black November,"A volatile, oil-rich Nigerian community wages war against their corrupt government and a multi-national oil corporation to protect their land from being destroyed by excessive drilling and spills.  To seek justice, a rebel organization kidnaps an American oil executive and demands that his corporation end the destruction and pollution.  Inspired by true events, Black November is the gripping story of how a community rises up and takes drastic measures to make sure their voices are heard.",1.589693,Wells & Jeta Entertainment,"United States of America, Nigeria",12/7/2012,0,95.0,,Released,Blood Will Be Spilled,Black November,6.4,4,"Razaaq Adoti, Sarah Wayne Callies, Mickey Rourke, Kim Basinger, Anne Heche, Wyclef Jean, Vivica A. Fox, Ivar Brogger, Ibrahim Aba-Gana, Christina Alex","Jeta Amata, Jeta Amata","Drama, Action, Crime"
3316,0,Thriller,45650,"basement, hole, little brother",en,The Hole,"After moving into a new neighbourhood, brothers Dane &amp; Lucas and their neighbour Julie discover a bottomless hole in the basement of their home. They find that once the hole is exposed, evil is unleashed. With strange shadows lurking around every corner and nightmares coming to life, they are forced to come face to face with their darkest fears to put an end to the mystery of THE HOLE.",9.983004,"Bold Films, BenderSpink",United States of America,9/9/2009,0,92.0,English,Released,What Are You So Afraid Of?,The Hole,5.6,244,"Chris Massoglia, Haley Bennett, Nathan Gamble, Bruce Dern, Teri Polo, Ali Cobrin, Quinn Lord, John DeSantis, Douglas Chapman, Mark Pawson","Chris Bender, Joe Dante, Nancy Nayor, Theo van de Sande, Javier Navarrete, Art Anthony, Marshall Harvey, Claudio Fäh, Brentan Harron, David Lancaster","Thriller, Adventure, Fantasy"
3317,7500000,Drama,7735,"dictator, trainer, classroom, fascism, group dynamics, education, national socialism, training, squatter, anarchist",de,Die Welle,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,25.281197,Constantin Film Produktion,Germany,3/11/2008,19000000,107.0,Deutsch,Released,Evil is something that you learn,The Wave,7.5,841,"Jürgen Vogel, Frederick Lau, Max Riemelt, Jennifer Ulrich, Christiane Paul, Elyas M’Barek, Cristina do Rego, Jacob Matschenz, Maximilian Vollmar, Tim Oliver Schultz","Ueli Christen, Torsten Breuer, Peter Thorwarth, Christian Becker, Nina Maag, Dennis Gansel, Dennis Gansel, Ivana Milos, Heiko Maile","Drama, Thriller"
3318,7000000,Thriller,301365,model,en,The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",38.150787,"Bold Films, Amazon Studios, Vendian Entertainment, Space Rocket Nation","Denmark, France, United States of America",6/8/2016,1333124,117.0,English,Released,Beauty is vicious.,The Neon Demon,6.4,887,"Elle Fanning, Karl Glusman, Jena Malone, Bella Heathcote, Abbey Lee, Keanu Reeves, Christina Hendricks, Desmond Harrington, Alessandro Nivola, Charles Baker","Cliff Martinez, Vincent Maraval, Jeffrey Stott, Thor Sigurjonsson, Nicolas Winding Refn, Nicolas Winding Refn, Nicolas Winding Refn, Nicolas Winding Refn, Brahim Chioua, Michel Litvak","Thriller, Horror"
3319,7300000,Thriller,25941,"self-defense, widower",en,Harry Brown,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,16.829837,"HanWay Films, UK Film Council, Marv Films",United Kingdom,11/11/2009,10329747,103.0,English,Released,Every man has a breaking point.,Harry Brown,6.7,348,"Michael Caine, Emily Mortimer, Iain Glen, Lee Oakes, Liam Cunningham, Sean Harris, Charlie Creed-Miles, David Bradley, Ben Drew, Jack O'Connell","Matthew Vaughn, Daniel Hubbard, Kave Quinn, Tom Sayers, Gillian Dodders, Ben Barker, Richard Pryke, Chris Lowe, Gary Young, Martin Ruhe","Thriller, Crime, Drama, Action"
3321,7500000,Comedy,7326,"sexuality, becoming an adult, puberty, first time, oscar award, pregnancy and birth, pregnant minor, precocity, partnership, teenager",en,Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",19.782725,"Fox Searchlight Pictures, Mandate Pictures",United States of America,12/5/2007,231411584,96.0,English,Released,A comedy about growing up... and the bumps along the way.,Juno,7.0,2244,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman, Allison Janney, J.K. Simmons, Olivia Thirlby, Eileen Pedde, Rainn Wilson, Daniel Clark","Mindy Marin, John Malkovich, Jim Miller, Catherine Schroer, Monique Prudhomme, Michael Diner, Joseph Drake, Nathan Kahane, Steve Saklad, Brad Van Arragon","Comedy, Drama, Romance"
3322,7500000,Action,326284,,en,Pound of Flesh,"In China to donate his kidney to his dying niece, former black-ops agent Deacon awakes the day before the operation to find he is the latest victim of organ theft. Stitched up and pissed-off, Deacon descends from his opulent hotel in search of his stolen kidney and carves a blood-soaked path through the darkest corners of the city. The clock is ticking for his niece and with each step he loses blood.",4.943588,"Odyssey Media, Rodin Entertainment, Ace Film Company, Chunqiu Time Culture Co.",Canada,5/7/2015,0,104.0,English,Released,The black market is about to get bloody,Pound of Flesh,5.5,63,"Jean-Claude Van Damme, John Ralston, Darren Shahlavi, Aki Aleong, Jason Tobin, Charlotte Peters, Andrew Ng, Mike Leeder","Ernie Barbarash, Lindsay Chag, Darren Shahlavi, Oscar Petersson, Cliff Hokanson, Paul Michael Thomas, JuJu Chan, Ann M. Doria, Joshua James, Henry Luk",Action
3323,7200000,Adventure,681,"spy, fight, secret organization, satellite, secret agent, plastic surgery, smuggling, murder, extortion, violence",en,Diamonds Are Forever,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out whoâ€™s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,34.634181,"United Artists, Eon Productions, Danjaq","United Kingdom, United States of America",12/13/1971,116019547,120.0,"English, Deutsch",Released,The man who made 007 a household number,Diamonds Are Forever,6.3,553,"Sean Connery, Jill St. John, Charles Gray, Lana Wood, Jimmy Dean, Bruce Cabot, Putter Smith, Bruce Glover, Normann Burton, Joseph Furst","John Barry, Guy Hamilton, Ian Fleming, Tom Mankiewicz, Albert R. Broccoli, Harry Saltzman, Monty Norman, Ted Moore, Bert Bates, Peter Lamont","Adventure, Action, Thriller"
3324,6000000,Drama,238,"italy, love at first sight, loss of father, patriarch, organized crime, mafia, lawyer, italian american, crime family, rise to power",en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",143.659698,"Paramount Pictures, Alfran Productions",United States of America,3/14/1972,245066411,175.0,"English, Italiano, Latin",Released,An offer you can't refuse.,The Godfather,8.4,5893,"Marlon Brando, Al Pacino, James Caan, Richard S. Castellano, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Al Lettieri, Diane Keaton","Francis Ford Coppola, Francis Ford Coppola, Gray Frederickson, Fred Roos, Dean Tavoularis, Albert S. Ruddy, Louis DiGiaimo, Mario Puzo, Mario Puzo, Gordon Willis","Drama, Crime"
3325,4000000,Drama,535,"dancing, dance, locksmith, welder",en,Flashdance,The popular 1980â€™s dance movie that depicts the life of an exotic dancer with a side job as a welder who true desire is to get into ballet school. Itâ€™s her dream to be a professional dancer and now is her chance. The film has a great soundtrack with an Oscar winning song.,18.422323000000002,Paramount Pictures,United States of America,4/14/1983,92921203,95.0,"English, Português",Released,When the dancer becomes the dance.,Flashdance,6.1,302,"Jennifer Beals, Michael Nouri, Lilia Skala, Kyle T. Heffner, Sunny Johnson, Philip Bruns, Micole Mercurio, Cynthia Rhodes, Lee Ving, Ron Karabatsos","Jerry Bruckheimer, Michael Kaplan, Don Simpson, Charles Rosen, Giorgio Moroder, Adam Fields, Joe Eszterhas, Adrian Lyne, Thomas Hedley Jr., Thomas Hedley Jr.","Drama, Music, Romance"
3326,7500000,Comedy,19913,"date, sex, jealousy, fight, architect, gallery, interview, sister, party, love",en,(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",45.610993,"Fox Searchlight Pictures, Watermark, Dune Entertainment III",United States of America,7/17/2009,60722734,95.0,"English, Français, svenska",Released,It was almost like falling in love.,(500) Days of Summer,7.2,2904,"Joseph Gordon-Levitt, Zooey Deschanel, Chloë Grace Moretz, Geoffrey Arend, Matthew Gray Gubler, Clark Gregg, Patricia Belcher, Rachel Boston, Minka Kelly, Ian Reed Kesler","Mychael Danna, Hope Hanafin, Steven J. Wolfe, Mason Novick, Eric Steelberg, Eyde Belasco, Mark Waters, Alan Edward Bell, John Koyama, Scott Neustadter","Comedy, Drama, Romance"
3328,7000000,Drama,77930,"dancing, florida, strip club, male stripper, novice",en,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",35.897151,"Extension 765, Iron Horse Entertainment (II)",United States of America,6/28/2012,167221571,110.0,English,Released,Work all day. Work it all night.,Magic Mike,6.1,1040,"Channing Tatum, Matthew McConaughey, Alex Pettyfer, Cody Horn, Olivia Munn, Joe Manganiello, Matt Bomer, James Martin Kelly, Reid Carolin, Adam Rodríguez","Steven Soderbergh, Steven Soderbergh, Steven Soderbergh, Nick Wechsler, Howard Cummings, Barbara Munch, Julie M. Anderson, Channing Tatum, Carmen Cuba, David Kirchner","Drama, Comedy"
3329,0,Thriller,10727,"witch, loss of mother, small town, death penalty, lighthouse, cowardliness, spirit, witch hunt",en,Darkness Falls,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before",11.199544,"Village Roadshow Pictures, Revolution Studios, Distant Corners Entertainment Group Inc., Blue Star Productions, Morningstar Films","Australia, United States of America",1/24/2003,0,86.0,English,Released,Evil rises.,Darkness Falls,4.9,161,"Chaney Kley, Emma Caulfield, Lee Cormie, Grant Piro, Sullivan Stapleton, Emily Browning, Steve Mouzakis, Peter Curtin, Kestie Morassi, Jenny Lovell","Brian Tyler, Steve Mirkovich, Vincent Guisetti, Derek Dauchy, Keith Marbory, James Vanderbilt, Randy Thom, Randy Thom, Debbie Denise, Debbie Denise","Thriller, Horror"
3330,7000000,Adventure,253,"london england, new york, bomb, england, spy, sheriff, dual identity, secret identity, drug traffic, tarot cards",en,Live and Let Die,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,30.465138,"United Artists, Eon Productions, Danjaq",United Kingdom,7/5/1973,161777836,121.0,"English, Magyar",Released,Roger Moore is James Bond.,Live and Let Die,6.4,533,"Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James, Julius Harris, Geoffrey Holder, David Hedison, Gloria Hendry, Bernard Lee, Lois Maxwell","Guy Hamilton, Ian Fleming, Tom Mankiewicz, Albert R. Broccoli, Harry Saltzman, George Martin, Paul McCartney, Ted Moore, Bert Bates, Raymond Poulton","Adventure, Action, Thriller"
3331,7000000,Comedy,17908,"mississippi, childhood memory, dog",en,My Dog Skip,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.",5.675535,"Alcon Entertainment, Warner Bros.",United States of America,1/14/2000,0,95.0,English,Released,Every family needs an optimist.,My Dog Skip,6.5,69,"Frankie Muniz, Diane Lane, Kevin Bacon, Luke Wilson, Chaon Cross, Harry Connick Jr.","William Ross, Jay Russell, James L. Carter, Gail Gilchriest, Willie Morris","Comedy, Drama, Family"
3332,0,Comedy,8390,"lovesickness, love of one's life, narration, lovers, kiss, daughter, affection, relation, make a match, sex education",en,"Definitely, Maybe","When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",29.173265999999998,"Universal Pictures, StudioCanal, Working Title Films, Ringerike Erste Filmproduktion","France, Germany, United Kingdom, United States of America",2/8/2008,55447968,112.0,English,Released,Three relationships. Three disasters. One last chance.,"Definitely, Maybe",6.7,620,"Ryan Reynolds, Abigail Breslin, Elizabeth Banks, Isla Fisher, Rachel Weisz, Kevin Kline, Derek Luke, Liane Balaban, Annie Parisse, Nestor Serrano","Bobby Cohen, Tim Bevan, Eric Fellner, Stephanie Carroll, Florian Ballhaus, Adam Brooks, Adam Brooks, Clint Mansell, Liza Chasin, Laura Rosenthal","Comedy, Romance"
3333,6600000,Comedy,57119,"african american, wedding, class differences, martha's vineyard",en,Jumping the Broom,Two very different families converge on Martha's Vineyard one weekend for a wedding.,4.4924550000000005,"TriStar Pictures, Stage 6 Films, Sony Pictures Worldwide Acquisitions (SPWA), TDJ Enterprises / New Dimensions Entertainment, Our Stories Films",United States of America,5/6/2011,37710610,112.0,English,Released,Sometimes the only way to get past family drama... is to jump right over it.,Jumping the Broom,6.0,56,"Paula Patton, Julie Bowen, Meagan Good, Mike Epps, Angela Bassett, Laz Alonso, Loretta Devine, Tasha Smith, Gary Dourdan, Romeo Miller","Tracey Edmonds, Arlene Gibbs, Elizabeth Hunter, Salim Akil, T.D. Jakes",Comedy
3334,7000000,Drama,3291,"telecaster, communist, political activism, tv show, politician, government, anti-communism",en,"Good Night, and Good Luck.","The story of journalist, Edward R Murrow's stand against Senator McCarthy's anti-communist witch-hunts in the early 1950s.",17.717681,"2929 Productions, Participant Productions, Warner Independent Pictures (WIP), Davis Films, Section Eight Productions, Redbus Pictures, Tohokushinsha","France, Japan, United Kingdom, United States of America",9/16/2005,54600000,93.0,English,Released,They took on the Government with nothing but the truth.,"Good Night, and Good Luck.",6.8,273,"David Strathairn, Jeff Daniels, Alex Borstein, Rose Abdoo, Dianne Reeves, Tate Donovan, Reed Diamond, Matt Ross, Patricia Clarkson, Robert Downey Jr.","George Clooney, George Clooney, Ellen Chenoweth, Steven Soderbergh, Stephen Mirrione, Jennifer Fox, Robert Elswit, Louise Frogley, Christa Munro, James D. Bissell","Drama, History"
3335,7000000,Crime,398,"gay, self-fulfilling prophecy, based on novel, journalism, identity, dream, literature research, literature, dying and death, biography",en,Capote,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.",17.434862,"Sony Pictures Classics, Cooper's Town Productions, Eagle Vision Inc., Manitoba Film and Video Production Tax Credit, Province of British Columbia Production Services Tax Credit, Infinity Media, A-Line Pictures","Canada, United States of America",9/30/2005,49084830,114.0,English,Released,In Cold Blood,Capote,6.8,384,"Philip Seymour Hoffman, Allie Mickelson, Craig Archibald, Bronwen Coleman, Kate Shindle, David Wilson Barnes, Michael J. Burg, Catherine Keener, Kwesi Ameyaw, Andrew Farago","Avy Kaufman, Jess Gonchor, Bennett Miller, Dan Futterman, Gerald Clarke, Caroline Baron, Michael Ohoven, William Vince, Mychael Danna, Adam Kimmel","Crime, Drama"
3336,7000000,Thriller,8068,"gunslinger, anti terror, ambush, mexico, showdown, guitar, nudity, hitman, bartender, revenge",en,Desperado,A gunslinger is embroiled in a war with a local drug runner.,25.511217000000002,"Columbia Pictures, Los Hooligans Productions",United States of America,8/25/1995,25405445,104.0,English,Released,"When the smoke clears, it just means he's reloading.",Desperado,6.8,881,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin, Steve Buscemi, Carlos Andrés Gómez, Quentin Tarantino, Tito Larriva, Angel Aviles, Danny Trejo","Robert Rodriguez, Robert Rodriguez, Robert Rodriguez, Robert Rodriguez, Guillermo Navarro, Elizabeth Avellan, Dean Beville, Cecilia Montiel, Graciela Mazón, Carlos Gallardo","Thriller, Action, Crime"
3337,9000000,Adventure,10803,"female nudity, killer robot, nudity, utopia, teleportation, post-apocalyptic, dystopia, plastic surgery, escape, fugitive",en,Logan's Run,"An idyllic sci-fi future has one major drawback: All citizens get a chance of being 'renewed' in a Civic Ceremony at their 30th birthday, unless they run and escape before their time comes.",12.268142999999998,Metro-Goldwyn-Mayer (MGM),United States of America,6/23/1976,25000000,119.0,English,Released,The only thing you can't have in Logan's world is your 30th birthday. Unless you run away.,Logan's Run,6.6,269,"Michael York, Richard Jordan, Jenny Agutter, Roscoe Lee Browne, Farrah Fawcett, Peter Ustinov, Michael Anderson Jr., Randolph Roberts, Lara Lindsay, Gary Morgan","Jerry Goldsmith, George Clayton Johnson, Jack Baur, Ernest Laszlo, Bob Wyman, Bill Thomas, Dale Hennesy, Robert De Vestel, David Zelag Goodman, L.B. Abbott","Adventure, Action, Romance, Science Fiction"
3338,7000000,Adventure,682,"london england, england, martial arts, assassin, exotic island, gold, hitman, secret mission, villain, bangkok",en,The Man with the Golden Gun,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,30.214715999999996,"United Artists, Eon Productions, Danjaq","United Kingdom, United States of America",12/1/1974,97572000,125.0,"ภาษาไทย, 广州话 / 廣州話, English",Released,The man with the golden gun is ready to assassinate James Bond.,The Man with the Golden Gun,6.3,524,"Roger Moore, Christopher Lee, Britt Ekland, Maud Adams, Hervé Villechaize, Clifton James, Richard Loo, Soon-Tek Oh, Marc Lawrence, Bernard Lee","John Barry, Guy Hamilton, Ian Fleming, Tom Mankiewicz, Albert R. Broccoli, Harry Saltzman, Monty Norman, Ted Moore, Raymond Poulton, John Shirley","Adventure, Action, Thriller"
3339,7000000,Action,10117,"showdown, suspicion of murder, boxer, suspension, organized crime, shootout, car chase, detroit, drug addict, one against many",en,Action Jackson,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,6.872783999999999,"Silver Pictures, Lorimar Motion Pictures",United States of America,2/12/1988,20256975,96.0,"English, Français",Released,It's Time For,Action Jackson,4.9,50,"Carl Weathers, Craig T. Nelson, Vanity, Sharon Stone, Thomas F. Wilson, Robert Davi, Bill Duke, Jack Thibeau, Roger Aaron Brown, Stan Foster","Joel Silver, Mark Helfrich, Matthew F. Leonetti, Michael Kamen, Herbie Hancock, Robert Reneau, Craig R. Baxley","Action, Adventure, Comedy, Crime, Drama"
3340,0,Adventure,9392,"mutant, expedition, cave, darkness, rope, climbing, bestie, appalachia, friends, female protagonist",en,The Descent,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",23.413188,"Celador Films, Pathé, Northmen Productions",United Kingdom,7/8/2005,0,99.0,English,Released,Scream your last breath.,The Descent,6.8,1005,"Shauna Macdonald, Natalie Mendoza, Alex Reid, Saskia Mulder, MyAnna Buring, Nora-Jane Noone, Oliver Milburn, Molly Kayll, Craig Conway, Leslie Simpson","David Julyan, Jon Harris, Gail Stevens, Nigel Heath, Neil Marshall, Neil Marshall, Christian Colson, Paul Smith, Sam McCurdy, Helen Ingham","Adventure, Horror"
3341,0,Documentary,24977,sport,en,Michael Jordan to the Max,"This documentary showcases basketball player Michael Jordan's awe-inspiring moves, providing behind-the-scenes and on-the-court action, including footage of Jordan and the Chicago Bulls going head-to-head against the Utah Jazz in the 1997 NBA Finals. Phil Jackson and Bob Costas are interviewed (among others), and the awesome soundtrack includes songs by Earth, Wind and Fire, Fatboy Slim and Freddie King.",1.8303060000000002,IMAX,United States of America,5/5/2000,21268532,46.0,English,Released,Up close some heroes get even bigger.,Michael Jordan to the Max,7.5,10,"Michael Jordan, Phil Jackson, Bob Costas, Bill Murray, Laurence Fishburne, Ken Griffey, Jr., Spike Lee, Steve Kerr","John Debney, James D. Stern, Don Kempf, Jonathan Hock",Documentary
3342,7000000,Horror,79316,found footage,en,Devil's Due,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,14.741589000000001,"Twentieth Century Fox Film Corporation, Davis Entertainment, TSG Entertainment",United States of America,1/8/2014,36433975,89.0,English,Released,The Devil Always Gets His Due,Devil's Due,4.4,216,"Allison Miller, Zach Gilford, Sam Anderson, Robert Belushi, Catherine Kresge, Aimee Carrero, Griff Furst, Tyler Forrest, Roger Payano, Vanessa Ray","Terri Taylor, John Davis, Rod Dean, Matt Bettinelli-Olpin, Brook Yeaton, Tim Cohn, Andrea von Foerster, Tyler Gillett, Justin Martinez, Lindsay Devlin",Horror
3343,7000000,Comedy,2074,"lsd, looking for  birth parents, half-brother, independent film",en,Flirting with Disaster,"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).",5.500324,Miramax Films,United States of America,3/22/1996,14702438,92.0,English,Released,"A comedy about sex, love, family and other accidents waiting to happen.",Flirting with Disaster,6.3,66,"Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore, Alan Alda, George Segal, Lily Tomlin, Josh Brolin, Richard Jenkins, Celia Weston","Bob Weinstein, Harvey Weinstein, Risa Bramon Garcia, Christopher Tellefsen, Eric Alan Edwards, Judy Rhee, David O. Russell, David O. Russell, Ellen Lutter, Dean Silvers","Comedy, Romance"
